loan_id,no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,loan_status,total_assets,loan_income_ratio,risk_category
2445,5, Not Graduate, Yes,5800000,12400000,6,847,5100000,9000000,14100000,7600000, Approved,35800000,2.1379310344827585,Low Risk
2446,0, Graduate, Yes,8600000,29400000,16,643,1000000,14100000,33000000,12300000, Approved,60400000,3.4186046511627906,Medium Risk
2447,0, Graduate, Yes,3500000,10600000,4,389,8300000,4800000,9100000,2500000, Approved,24700000,3.0285714285714285,High Risk
2448,2, Graduate, Yes,4800000,17500000,20,381,400000,6900000,13400000,7000000, Rejected,27700000,3.6458333333333335,High Risk
2449,5, Graduate, Yes,6100000,14400000,16,400,9200000,2800000,23800000,5600000, Rejected,41400000,2.360655737704918,High Risk
2450,5, Graduate, Yes,5200000,12700000,16,718,11700000,100000,18100000,7200000, Approved,37100000,2.4423076923076925,Medium Risk
2451,5, Not Graduate, Yes,4100000,12400000,8,309,8200000,1000000,13000000,3300000, Rejected,25500000,3.024390243902439,High Risk
2452,5, Not Graduate, No,3200000,7400000,2,838,2200000,2900000,10200000,3600000, Approved,18900000,2.3125,Low Risk
2453,3, Not Graduate, Yes,7500000,21600000,14,678,8800000,12100000,20100000,11200000, Approved,52200000,2.88,Medium Risk
2454,2, Not Graduate, Yes,1500000,4500000,14,826,3200000,1700000,4600000,1600000, Approved,11100000,3.0,Low Risk
2455,4, Graduate, Yes,1200000,3100000,16,348,1200000,2200000,3500000,1700000, Rejected,8600000,2.5833333333333335,High Risk
2456,1, Graduate, Yes,8400000,19700000,6,476,24700000,16500000,31800000,12100000, Rejected,85100000,2.3452380952380953,High Risk
2457,0, Not Graduate, Yes,7900000,26300000,8,666,4600000,9200000,18400000,11800000, Approved,44000000,3.329113924050633,Medium Risk
2458,1, Graduate, Yes,2100000,4300000,20,896,100000,2300000,7500000,2300000, Approved,12200000,2.0476190476190474,Low Risk
2459,2, Graduate, No,2500000,7000000,20,547,800000,1200000,5200000,2300000, Rejected,9500000,2.8,High Risk
2460,2, Not Graduate, Yes,3700000,13900000,2,405,5900000,3200000,9100000,5500000, Approved,23700000,3.7567567567567566,High Risk
2461,5, Graduate, No,1100000,4000000,16,498,400000,100000,2300000,700000, Rejected,3500000,3.6363636363636362,High Risk
2462,5, Graduate, No,6500000,24800000,8,779,7000000,9600000,15700000,8800000, Approved,41100000,3.8153846153846156,Low Risk
2463,0, Not Graduate, Yes,8200000,31500000,8,403,11500000,8800000,19000000,6100000, Rejected,45400000,3.841463414634146,High Risk
2464,2, Not Graduate, No,5000000,12400000,8,709,11300000,6800000,13300000,4200000, Approved,35600000,2.48,Medium Risk
2465,1, Not Graduate, No,1500000,6000000,6,507,2600000,2700000,4800000,1900000, Rejected,12000000,4.0,High Risk
2466,5, Not Graduate, No,3700000,9100000,18,368,3400000,2400000,8400000,3300000, Rejected,17500000,2.4594594594594597,High Risk
2467,3, Graduate, Yes,4100000,14600000,16,760,4700000,6600000,14900000,3000000, Approved,29200000,3.5609756097560976,Low Risk
2468,2, Not Graduate, No,7200000,16800000,6,796,6600000,6100000,14400000,9800000, Approved,36900000,2.3333333333333335,Low Risk
2469,1, Graduate, No,2000000,5000000,6,876,500000,2900000,5800000,1500000, Approved,10700000,2.5,Low Risk
2470,3, Not Graduate, No,2000000,4700000,14,673,800000,3400000,5900000,1500000, Approved,11600000,2.35,Medium Risk
2471,1, Graduate, Yes,5100000,11500000,4,747,5000000,8900000,14100000,7000000, Approved,35000000,2.2549019607843137,Medium Risk
2472,1, Not Graduate, No,6000000,13600000,12,589,9000000,300000,12600000,7100000, Approved,29000000,2.2666666666666666,Medium Risk
2473,1, Graduate, No,4900000,18100000,8,382,13600000,400000,15500000,2400000, Rejected,31900000,3.693877551020408,High Risk
2474,3, Not Graduate, Yes,900000,2300000,12,900,1300000,0,3300000,1100000, Approved,5700000,2.5555555555555554,Low Risk
2475,1, Graduate, Yes,7500000,25000000,18,628,3500000,2200000,21700000,4700000, Approved,32100000,3.3333333333333335,Medium Risk
2476,2, Graduate, No,6400000,25000000,12,667,13500000,5500000,25500000,5400000, Approved,49900000,3.90625,Medium Risk
2477,2, Graduate, Yes,8700000,26400000,2,778,8500000,2400000,28800000,10300000, Approved,50000000,3.0344827586206895,Low Risk
2478,4, Graduate, Yes,7300000,17200000,18,831,18500000,4300000,23000000,5200000, Approved,51000000,2.356164383561644,Low Risk
2479,5, Graduate, No,7400000,27100000,4,320,19800000,14600000,25200000,9400000, Approved,69000000,3.6621621621621623,High Risk
2480,2, Graduate, No,2700000,9300000,16,656,7700000,2500000,6400000,3600000, Approved,20200000,3.4444444444444446,Medium Risk
2481,3, Graduate, No,3400000,8900000,6,896,4200000,4800000,10200000,4200000, Approved,23400000,2.6176470588235294,Low Risk
2482,3, Not Graduate, Yes,2100000,7400000,4,320,3300000,2700000,6300000,2200000, Approved,14500000,3.5238095238095237,High Risk
2483,2, Not Graduate, No,3100000,10500000,10,751,5500000,5900000,9000000,1600000, Approved,22000000,3.3870967741935485,Low Risk
2484,5, Not Graduate, No,4700000,17400000,2,523,10600000,7000000,10900000,5200000, Approved,33700000,3.702127659574468,High Risk
2485,5, Graduate, No,3100000,10500000,6,584,7700000,2100000,10900000,2900000, Approved,23600000,3.3870967741935485,Medium Risk
2486,2, Not Graduate, No,5700000,20400000,2,630,3000000,3100000,22600000,2900000, Approved,31600000,3.5789473684210527,Medium Risk
2487,3, Graduate, Yes,2300000,8000000,14,472,4400000,3300000,7700000,1800000, Rejected,17200000,3.4782608695652173,High Risk
2488,0, Not Graduate, Yes,6600000,18500000,16,802,14600000,1100000,21800000,9700000, Approved,47200000,2.803030303030303,Low Risk
2489,2, Graduate, Yes,2700000,6400000,18,547,5000000,1700000,9200000,1700000, Rejected,17600000,2.3703703703703702,High Risk
2490,1, Not Graduate, Yes,800000,2800000,16,726,2000000,1300000,3100000,1200000, Approved,7600000,3.5,Medium Risk
2491,1, Graduate, No,6600000,18500000,8,712,2300000,3200000,24400000,7600000, Approved,37500000,2.803030303030303,Medium Risk
2492,3, Graduate, No,3900000,10700000,6,790,10600000,1900000,12500000,2700000, Approved,27700000,2.7435897435897436,Low Risk
2493,5, Not Graduate, No,200000,600000,16,396,0,0,500000,200000, Rejected,700000,3.0,High Risk
2494,3, Graduate, No,2000000,4200000,6,831,1300000,1700000,6900000,1200000, Approved,11100000,2.1,Low Risk
2495,2, Graduate, Yes,9100000,20900000,20,632,4200000,400000,30000000,13200000, Approved,47800000,2.2967032967032965,Medium Risk
2496,3, Graduate, No,4700000,10800000,8,527,13300000,3100000,13600000,4800000, Rejected,34800000,2.297872340425532,High Risk
2497,3, Not Graduate, Yes,3200000,11100000,6,708,8900000,5700000,8100000,1500000, Approved,24200000,3.46875,Medium Risk
2498,2, Not Graduate, No,1700000,4200000,14,829,200000,1600000,4600000,1600000, Approved,8000000,2.4705882352941178,Low Risk
2499,1, Not Graduate, No,2600000,8100000,12,854,4500000,5100000,6300000,2500000, Approved,18400000,3.1153846153846154,Low Risk
2500,3, Not Graduate, Yes,2700000,6700000,14,899,2400000,4200000,6000000,2000000, Approved,14600000,2.4814814814814814,Low Risk
2501,0, Not Graduate, Yes,3600000,13400000,6,589,3600000,0,11200000,4000000, Approved,18800000,3.7222222222222223,Medium Risk
2502,4, Graduate, Yes,7200000,26000000,6,571,4700000,0,22600000,4200000, Approved,31500000,3.611111111111111,Medium Risk
2503,2, Not Graduate, Yes,2500000,6400000,6,708,6900000,200000,9900000,3500000, Approved,20500000,2.56,Medium Risk
2504,2, Not Graduate, No,5500000,19600000,16,328,2400000,4800000,10900000,3700000, Rejected,21800000,3.5636363636363635,High Risk
2505,3, Graduate, Yes,9200000,33500000,8,564,20800000,15200000,29800000,11400000, Approved,77200000,3.641304347826087,Medium Risk
2506,3, Not Graduate, No,9000000,19000000,8,693,18300000,4500000,29600000,7200000, Approved,59600000,2.111111111111111,Medium Risk
2507,4, Not Graduate, Yes,5900000,15000000,14,626,16400000,4600000,17600000,8200000, Approved,46800000,2.542372881355932,Medium Risk
2508,4, Graduate, No,5600000,15600000,12,470,9900000,10700000,14600000,7000000, Rejected,42200000,2.7857142857142856,High Risk
2509,2, Not Graduate, Yes,3200000,12500000,8,849,400000,5300000,10400000,4400000, Approved,20500000,3.90625,Low Risk
2510,5, Not Graduate, No,9100000,27800000,16,547,21900000,7000000,31900000,9400000, Rejected,70200000,3.0549450549450547,High Risk
2511,0, Not Graduate, Yes,4600000,15100000,2,417,5600000,3900000,11800000,6600000, Approved,27900000,3.282608695652174,High Risk
2512,4, Graduate, No,7300000,14900000,2,358,13600000,12300000,20400000,7300000, Rejected,53600000,2.041095890410959,High Risk
2513,5, Not Graduate, Yes,1300000,3100000,16,826,200000,1700000,5100000,1400000, Approved,8400000,2.3846153846153846,Low Risk
2514,0, Not Graduate, No,1800000,4200000,6,836,1300000,1900000,6800000,2000000, Approved,12000000,2.3333333333333335,Low Risk
2515,3, Graduate, No,500000,1700000,10,509,400000,300000,1400000,300000, Rejected,2400000,3.4,High Risk
2516,2, Not Graduate, Yes,5700000,20500000,20,581,15200000,7800000,11400000,8500000, Approved,42900000,3.5964912280701755,Medium Risk
2517,4, Graduate, No,300000,1100000,4,359,100000,0,1000000,200000, Approved,1300000,3.6666666666666665,High Risk
2518,5, Graduate, Yes,2100000,7100000,10,517,1200000,2900000,5400000,1400000, Rejected,10900000,3.380952380952381,High Risk
2519,1, Not Graduate, Yes,5700000,20100000,14,442,11700000,7300000,17900000,6500000, Rejected,43400000,3.526315789473684,High Risk
2520,1, Not Graduate, Yes,1100000,2700000,16,346,1900000,300000,2200000,800000, Rejected,5200000,2.4545454545454546,High Risk
2521,5, Graduate, No,9300000,34000000,6,742,4200000,600000,32800000,8200000, Approved,45800000,3.6559139784946235,Medium Risk
2522,1, Graduate, Yes,3500000,8100000,10,626,7100000,5500000,7200000,2900000, Approved,22700000,2.3142857142857145,Medium Risk
2523,0, Not Graduate, Yes,8200000,28800000,4,619,9000000,1100000,23000000,6300000, Approved,39400000,3.5121951219512195,Medium Risk
2524,2, Not Graduate, Yes,7500000,17900000,20,734,9100000,5500000,23000000,4900000, Approved,42500000,2.3866666666666667,Medium Risk
2525,1, Graduate, Yes,7000000,25600000,6,420,15100000,11500000,15300000,8700000, Rejected,50600000,3.657142857142857,High Risk
2526,5, Not Graduate, Yes,3900000,8300000,18,600,3900000,600000,10400000,5600000, Approved,20500000,2.128205128205128,Medium Risk
2527,3, Graduate, Yes,4700000,13200000,12,440,4000000,3300000,16600000,4300000, Rejected,28200000,2.8085106382978724,High Risk
2528,5, Not Graduate, Yes,1700000,5200000,16,820,1700000,1200000,4000000,1000000, Approved,7900000,3.0588235294117645,Low Risk
2529,0, Graduate, No,2500000,7800000,8,437,5800000,0,5800000,3300000, Rejected,14900000,3.12,High Risk
2530,1, Not Graduate, Yes,400000,1400000,12,468,700000,0,1500000,400000, Rejected,2600000,3.5,High Risk
2531,0, Not Graduate, Yes,2400000,9100000,8,368,2200000,200000,5600000,3300000, Rejected,11300000,3.7916666666666665,High Risk
2532,4, Graduate, No,5700000,21900000,2,871,3200000,1700000,14400000,6100000, Approved,25400000,3.8421052631578947,Low Risk
2533,1, Graduate, No,9800000,37900000,4,816,21800000,12200000,26100000,8500000, Approved,68600000,3.86734693877551,Low Risk
2534,5, Graduate, No,9000000,32800000,4,773,10600000,4100000,18900000,11500000, Approved,45100000,3.6444444444444444,Low Risk
2535,3, Not Graduate, No,800000,3000000,14,576,1200000,1300000,2600000,400000, Approved,5500000,3.75,Medium Risk
2536,1, Graduate, No,1600000,4500000,14,673,1900000,2700000,3700000,1300000, Approved,9600000,2.8125,Medium Risk
2537,0, Graduate, Yes,9800000,34100000,20,760,21500000,9400000,33400000,13600000, Approved,77900000,3.479591836734694,Low Risk
2538,5, Not Graduate, Yes,2900000,7500000,12,678,3400000,3000000,10900000,3700000, Approved,21000000,2.586206896551724,Medium Risk
2539,4, Not Graduate, Yes,3900000,12000000,14,893,6000000,4700000,12900000,5200000, Approved,28800000,3.076923076923077,Low Risk
2540,0, Graduate, Yes,3300000,9000000,18,754,6100000,3900000,6900000,4700000, Approved,21600000,2.727272727272727,Low Risk
2541,3, Graduate, Yes,700000,2200000,8,617,1600000,400000,2400000,900000, Approved,5300000,3.142857142857143,Medium Risk
2542,3, Not Graduate, Yes,8400000,29500000,20,661,14600000,3400000,28900000,10900000, Approved,57800000,3.511904761904762,Medium Risk
2543,1, Graduate, Yes,4000000,12100000,12,356,10500000,2500000,15600000,5000000, Rejected,33600000,3.025,High Risk
2544,0, Not Graduate, Yes,1900000,6300000,16,811,1100000,100000,5100000,1900000, Approved,8200000,3.3157894736842106,Low Risk
2545,0, Not Graduate, No,3900000,14600000,2,730,9200000,4000000,14600000,5400000, Approved,33200000,3.7435897435897436,Medium Risk
2546,5, Not Graduate, No,7400000,18000000,2,792,5300000,9400000,19900000,5300000, Approved,39900000,2.4324324324324325,Low Risk
2547,5, Not Graduate, Yes,5900000,16000000,6,798,15900000,5000000,12300000,3100000, Approved,36300000,2.711864406779661,Low Risk
2548,2, Not Graduate, No,1400000,2900000,12,490,600000,1600000,5500000,1300000, Rejected,9000000,2.0714285714285716,High Risk
2549,2, Graduate, Yes,1800000,5500000,6,448,2900000,300000,5600000,1300000, Rejected,10100000,3.0555555555555554,High Risk
2550,0, Graduate, Yes,1000000,3100000,6,525,1900000,1700000,2800000,1400000, Rejected,7800000,3.1,High Risk
2551,1, Graduate, No,7400000,19200000,20,415,2200000,4800000,29200000,7000000, Rejected,43200000,2.5945945945945947,High Risk
2552,5, Graduate, No,2700000,10600000,16,496,800000,2900000,9700000,2400000, Rejected,15800000,3.925925925925926,High Risk
2553,1, Not Graduate, Yes,3600000,13100000,8,543,2900000,100000,9900000,2700000, Rejected,15600000,3.638888888888889,High Risk
2554,5, Graduate, No,7000000,18400000,12,520,4700000,11900000,17000000,3800000, Rejected,37400000,2.6285714285714286,High Risk
2555,4, Not Graduate, Yes,5000000,18000000,14,307,5300000,5600000,12800000,3300000, Rejected,27000000,3.6,High Risk
2556,2, Graduate, No,1800000,5700000,14,502,1400000,1100000,4400000,1300000, Rejected,8200000,3.1666666666666665,High Risk
2557,2, Graduate, Yes,4700000,12000000,6,505,3400000,3800000,18000000,2300000, Rejected,27500000,2.5531914893617023,High Risk
2558,2, Not Graduate, Yes,6700000,23100000,4,304,14400000,7100000,24300000,10000000, Approved,55800000,3.4477611940298507,High Risk
2559,5, Not Graduate, No,5800000,17500000,10,719,5800000,1900000,12400000,3100000, Approved,23200000,3.0172413793103448,Medium Risk
2560,0, Graduate, Yes,5900000,22700000,18,855,13400000,6300000,14500000,4000000, Approved,38200000,3.847457627118644,Low Risk
2561,4, Not Graduate, No,6000000,15800000,18,593,6800000,4800000,13200000,6400000, Approved,31200000,2.6333333333333333,Medium Risk
2562,1, Not Graduate, Yes,700000,1400000,10,523,700000,1100000,1600000,900000, Rejected,4300000,2.0,High Risk
2563,0, Not Graduate, Yes,3700000,13100000,14,385,10600000,6800000,9200000,4900000, Rejected,31500000,3.5405405405405403,High Risk
2564,0, Graduate, Yes,7100000,19300000,6,783,3900000,4800000,21800000,5000000, Approved,35500000,2.7183098591549295,Low Risk
2565,5, Graduate, Yes,1100000,3900000,2,538,400000,1300000,4300000,1600000, Approved,7600000,3.5454545454545454,High Risk
2566,3, Not Graduate, Yes,9500000,20100000,2,506,16800000,800000,32700000,11000000, Rejected,61300000,2.1157894736842104,High Risk
2567,4, Not Graduate, Yes,2200000,8600000,2,461,1400000,3000000,4700000,2100000, Approved,11200000,3.909090909090909,High Risk
2568,4, Not Graduate, Yes,5500000,20000000,8,666,3800000,4700000,18000000,7900000, Approved,34400000,3.6363636363636362,Medium Risk
2569,3, Not Graduate, Yes,4400000,16300000,20,561,5500000,8000000,12000000,4000000, Approved,29500000,3.7045454545454546,Medium Risk
2570,5, Not Graduate, No,5000000,10800000,10,345,12300000,5000000,14100000,6300000, Rejected,37700000,2.16,High Risk
2571,4, Not Graduate, Yes,6100000,12500000,14,862,11300000,1500000,21900000,6800000, Approved,41500000,2.0491803278688523,Low Risk
2572,3, Not Graduate, No,8100000,22300000,10,686,20400000,8700000,19200000,6200000, Approved,54500000,2.753086419753086,Medium Risk
2573,4, Graduate, Yes,7000000,19600000,8,708,17600000,2600000,24300000,4500000, Approved,49000000,2.8,Medium Risk
2574,4, Not Graduate, No,5600000,14800000,20,656,9600000,9200000,11600000,6500000, Approved,36900000,2.642857142857143,Medium Risk
2575,4, Graduate, No,1800000,7000000,14,743,2600000,1000000,4500000,1500000, Approved,9600000,3.888888888888889,Medium Risk
2576,2, Graduate, No,3600000,12100000,14,408,10100000,4200000,13000000,5400000, Rejected,32700000,3.361111111111111,High Risk
2577,5, Graduate, No,600000,1300000,14,408,1000000,300000,1600000,900000, Rejected,3800000,2.1666666666666665,High Risk
2578,1, Graduate, Yes,4900000,16500000,12,439,7500000,1400000,10300000,7200000, Rejected,26400000,3.36734693877551,High Risk
2579,3, Graduate, Yes,3000000,7100000,6,415,2000000,5700000,9500000,2500000, Rejected,19700000,2.3666666666666667,High Risk
2580,0, Not Graduate, Yes,3800000,10600000,12,490,3300000,6500000,14400000,3100000, Rejected,27300000,2.789473684210526,High Risk
2581,1, Graduate, Yes,7600000,30000000,16,884,13300000,3600000,17200000,10800000, Approved,44900000,3.9473684210526314,Low Risk
2582,4, Graduate, No,7800000,25400000,18,425,3000000,14000000,30500000,7200000, Rejected,54700000,3.2564102564102564,High Risk
2583,0, Graduate, No,6800000,21700000,20,730,17500000,1300000,18600000,3600000, Approved,41000000,3.1911764705882355,Medium Risk
2584,4, Graduate, Yes,5900000,17300000,20,657,1500000,5600000,13000000,4100000, Approved,24200000,2.9322033898305087,Medium Risk
2585,2, Not Graduate, No,4900000,16800000,10,480,2200000,8900000,12600000,2700000, Rejected,26400000,3.4285714285714284,High Risk
2586,3, Not Graduate, Yes,1100000,3100000,16,356,1300000,100000,3000000,1600000, Rejected,6000000,2.8181818181818183,High Risk
2587,1, Not Graduate, Yes,9800000,36000000,12,629,28000000,4100000,29800000,11200000, Approved,73100000,3.673469387755102,Medium Risk
2588,1, Graduate, Yes,1200000,4700000,2,667,1100000,300000,4200000,800000, Approved,6400000,3.9166666666666665,Medium Risk
2589,0, Not Graduate, No,4700000,11500000,18,559,7500000,0,18700000,2600000, Approved,28800000,2.4468085106382977,Medium Risk
2590,4, Graduate, No,6700000,16000000,4,791,0,13000000,20700000,5200000, Approved,38900000,2.388059701492537,Low Risk
2591,0, Not Graduate, Yes,3700000,11300000,6,538,6200000,400000,10400000,5400000, Rejected,22400000,3.054054054054054,High Risk
2592,2, Graduate, No,7400000,16000000,20,358,16700000,5500000,26800000,4300000, Rejected,53300000,2.1621621621621623,High Risk
2593,2, Not Graduate, No,3300000,11700000,14,439,4000000,6300000,8300000,1700000, Rejected,20300000,3.5454545454545454,High Risk
2594,2, Graduate, Yes,4800000,15300000,12,503,3300000,4000000,12000000,4300000, Rejected,23600000,3.1875,High Risk
2595,4, Graduate, Yes,4600000,11900000,6,810,11200000,8200000,17500000,5200000, Approved,42100000,2.5869565217391304,Low Risk
2596,1, Graduate, Yes,8000000,30600000,14,302,12700000,13100000,23900000,6800000, Rejected,56500000,3.825,High Risk
2597,0, Not Graduate, No,4100000,8800000,18,300,10900000,6400000,8600000,3500000, Rejected,29400000,2.1463414634146343,High Risk
2598,4, Not Graduate, No,2600000,7200000,16,612,1300000,1000000,5800000,1400000, Approved,9500000,2.769230769230769,Medium Risk
2599,3, Not Graduate, No,1300000,5000000,6,686,2700000,2000000,4100000,900000, Approved,9700000,3.8461538461538463,Medium Risk
2600,0, Graduate, Yes,2300000,4900000,12,409,3300000,2400000,4700000,3200000, Rejected,13600000,2.130434782608696,High Risk
2601,5, Graduate, No,300000,900000,6,492,800000,300000,700000,400000, Rejected,2200000,3.0,High Risk
2602,0, Graduate, Yes,7000000,21700000,20,498,6600000,5500000,14700000,3900000, Rejected,30700000,3.1,High Risk
2603,3, Not Graduate, Yes,4400000,10900000,18,611,8600000,6300000,8800000,3000000, Approved,26700000,2.477272727272727,Medium Risk
2604,5, Not Graduate, Yes,5100000,11800000,6,776,7600000,400000,10500000,4400000, Approved,22900000,2.3137254901960786,Low Risk
2605,1, Not Graduate, No,5900000,13000000,6,779,10800000,11600000,13100000,6600000, Approved,42100000,2.2033898305084745,Low Risk
2606,3, Graduate, Yes,7800000,27200000,16,560,3600000,8100000,21800000,8600000, Approved,42100000,3.4871794871794872,Medium Risk
2607,4, Graduate, Yes,2200000,5100000,6,308,3200000,2600000,6600000,3100000, Rejected,15500000,2.3181818181818183,High Risk
2608,4, Not Graduate, No,5400000,12600000,18,786,300000,2500000,21000000,6600000, Approved,30400000,2.3333333333333335,Low Risk
2609,1, Not Graduate, No,7400000,29100000,8,597,12100000,4800000,16300000,7000000, Approved,40200000,3.9324324324324325,Medium Risk
2610,4, Graduate, No,5800000,12000000,12,811,9400000,8800000,14200000,3100000, Approved,35500000,2.0689655172413794,Low Risk
2611,1, Graduate, Yes,5800000,13000000,12,862,11300000,8400000,12000000,3900000, Approved,35600000,2.2413793103448274,Low Risk
2612,3, Not Graduate, Yes,4800000,14200000,12,369,3200000,200000,14000000,3000000, Rejected,20400000,2.9583333333333335,High Risk
2613,1, Not Graduate, Yes,7400000,23900000,4,687,20800000,10900000,26100000,5600000, Approved,63400000,3.22972972972973,Medium Risk
2614,0, Not Graduate, Yes,9600000,19600000,12,500,21500000,700000,37600000,10900000, Rejected,70700000,2.0416666666666665,High Risk
2615,2, Not Graduate, Yes,200000,500000,6,746,400000,0,500000,0, Approved,900000,2.5,Medium Risk
2616,4, Not Graduate, No,700000,2100000,14,619,1900000,700000,2400000,1000000, Approved,6000000,3.0,Medium Risk
2617,2, Not Graduate, No,7600000,16700000,20,692,9900000,9600000,25100000,7400000, Approved,52000000,2.1973684210526314,Medium Risk
2618,1, Not Graduate, Yes,1400000,3300000,18,321,900000,1500000,3000000,700000, Rejected,6100000,2.357142857142857,High Risk
2619,2, Not Graduate, Yes,3800000,15000000,14,730,10800000,2900000,10700000,3600000, Approved,28000000,3.9473684210526314,Medium Risk
2620,3, Not Graduate, No,2700000,10800000,6,480,4400000,0,10300000,3500000, Rejected,18200000,4.0,High Risk
2621,2, Not Graduate, Yes,5000000,10700000,2,753,12600000,9000000,11500000,5700000, Approved,38800000,2.14,Low Risk
2622,4, Graduate, Yes,9000000,28900000,6,637,11300000,1200000,33000000,4800000, Approved,50300000,3.2111111111111112,Medium Risk
2623,3, Graduate, No,3700000,9000000,6,483,9300000,400000,9900000,3600000, Rejected,23200000,2.4324324324324325,High Risk
2624,4, Not Graduate, Yes,300000,1100000,4,315,700000,100000,900000,100000, Approved,1800000,3.6666666666666665,High Risk
2625,4, Graduate, No,1800000,4100000,8,777,2200000,2500000,3600000,1900000, Approved,10200000,2.2777777777777777,Low Risk
2626,2, Graduate, No,7900000,17700000,4,402,20900000,11800000,25600000,8400000, Rejected,66700000,2.240506329113924,High Risk
2627,4, Graduate, Yes,2100000,7700000,8,493,4300000,400000,4400000,1300000, Rejected,10400000,3.6666666666666665,High Risk
2628,0, Graduate, Yes,900000,3100000,4,355,1700000,100000,3000000,500000, Approved,5300000,3.4444444444444446,High Risk
2629,3, Graduate, No,9900000,23600000,18,557,18300000,8600000,23000000,9100000, Approved,59000000,2.3838383838383836,Medium Risk
2630,0, Not Graduate, Yes,5600000,20000000,20,606,7100000,500000,20000000,7600000, Approved,35200000,3.5714285714285716,Medium Risk
2631,1, Not Graduate, Yes,6000000,12200000,16,743,8800000,2600000,20600000,2900000, Approved,34900000,2.033333333333333,Medium Risk
2632,5, Not Graduate, No,5700000,18400000,4,579,12800000,4000000,17200000,4900000, Approved,38900000,3.2280701754385963,Medium Risk
2633,0, Graduate, Yes,9000000,33100000,20,734,2800000,5900000,25300000,10300000, Approved,44300000,3.6777777777777776,Medium Risk
2634,0, Graduate, No,7300000,16100000,2,490,7600000,1400000,21800000,10700000, Rejected,41500000,2.2054794520547945,High Risk
2635,5, Graduate, No,5300000,20500000,16,802,11200000,7100000,21100000,4100000, Approved,43500000,3.8679245283018866,Low Risk
2636,1, Not Graduate, Yes,3500000,7400000,16,867,500000,6600000,9500000,2100000, Approved,18700000,2.1142857142857143,Low Risk
2637,0, Not Graduate, No,1000000,2200000,12,302,2200000,400000,3700000,1400000, Rejected,7700000,2.2,High Risk
2638,0, Not Graduate, No,5100000,19900000,12,867,1800000,7100000,18300000,5700000, Approved,32900000,3.9019607843137254,Low Risk
2639,0, Graduate, Yes,2900000,9900000,8,312,1800000,4500000,11200000,3700000, Rejected,21200000,3.413793103448276,High Risk
2640,3, Not Graduate, No,7600000,19100000,14,762,14800000,15000000,23500000,7300000, Approved,60600000,2.513157894736842,Low Risk
2641,5, Not Graduate, Yes,6000000,14700000,18,462,15400000,9700000,13800000,3500000, Rejected,42400000,2.45,High Risk
2642,1, Graduate, No,6300000,18200000,18,849,4300000,5800000,15500000,5200000, Approved,30800000,2.888888888888889,Low Risk
2643,3, Not Graduate, No,1900000,7400000,18,592,2300000,3000000,6000000,1800000, Approved,13100000,3.8947368421052633,Medium Risk
2644,4, Graduate, No,600000,1400000,4,507,200000,300000,1700000,400000, Rejected,2600000,2.3333333333333335,High Risk
2645,2, Not Graduate, Yes,4100000,11400000,14,505,8100000,7500000,10100000,5500000, Rejected,31200000,2.7804878048780486,High Risk
2646,0, Not Graduate, Yes,800000,3200000,8,467,900000,400000,3100000,800000, Rejected,5200000,4.0,High Risk
2647,2, Not Graduate, No,6600000,22900000,16,543,2500000,11000000,26300000,8500000, Rejected,48300000,3.4696969696969697,High Risk
2648,4, Graduate, Yes,300000,1100000,12,674,600000,0,800000,200000, Approved,1600000,3.6666666666666665,Medium Risk
2649,3, Graduate, No,6100000,13500000,2,717,15700000,4200000,16100000,3400000, Approved,39400000,2.2131147540983607,Medium Risk
2650,5, Not Graduate, Yes,4800000,17000000,10,666,6800000,5400000,12400000,2900000, Approved,27500000,3.5416666666666665,Medium Risk
2651,4, Not Graduate, No,4500000,17300000,18,830,200000,4200000,12000000,2500000, Approved,18900000,3.8444444444444446,Low Risk
2652,2, Graduate, No,3800000,9400000,16,383,8300000,500000,9200000,2300000, Rejected,20300000,2.473684210526316,High Risk
2653,2, Graduate, Yes,7000000,18900000,8,584,13000000,13600000,20600000,5000000, Approved,52200000,2.7,Medium Risk
2654,2, Not Graduate, No,4400000,14200000,18,799,6300000,7800000,10800000,2400000, Approved,27300000,3.227272727272727,Low Risk
2655,5, Graduate, No,5300000,19400000,6,510,14700000,7000000,13600000,3700000, Rejected,39000000,3.660377358490566,High Risk
2656,0, Not Graduate, Yes,2600000,5900000,6,572,5800000,3100000,7300000,3800000, Approved,20000000,2.269230769230769,Medium Risk
2657,3, Not Graduate, No,3300000,13100000,2,554,6000000,2500000,6700000,3800000, Approved,19000000,3.9696969696969697,Medium Risk
2658,1, Not Graduate, Yes,1200000,4800000,6,344,2900000,1700000,3200000,1300000, Rejected,9100000,4.0,High Risk
2659,3, Graduate, No,4300000,8600000,8,881,9100000,5200000,15000000,5500000, Approved,34800000,2.0,Low Risk
2660,0, Not Graduate, Yes,8400000,27200000,10,514,2500000,6400000,20100000,7200000, Rejected,36200000,3.238095238095238,High Risk
2661,0, Graduate, No,600000,1800000,18,796,1000000,700000,1200000,500000, Approved,3400000,3.0,Low Risk
2662,2, Graduate, Yes,4700000,16200000,12,802,2300000,5400000,14800000,6700000, Approved,29200000,3.4468085106382977,Low Risk
